dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
baseline;ham;00531.711a16c97d6955bdc3d4b09656e44d93;;;;none;;;False;0.0;5.0;1;none;SPAMD/1.1 0 EX_OK;"Content-length: 2497 | Spam: False ; 0.0 / 5.0"
baseline;ham;00532.81180d4d1d632bb50c189b51f83921e0;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2579 | Spam: False ; 0.2 / 5.0"
baseline;ham;00532.f28f9c07ed2a6925cdfc4eb6454901f9;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3165 | Spam: False ; 0.2 / 5.0"
baseline;ham;00533.2f8894932bd7894c46fcf7715895d927;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3068 | Spam: False ; 0.2 / 5.0"
baseline;ham;00533.ebdd2ab43a73a867388b595061d66d59;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2502 | Spam: False ; 0.2 / 5.0"
baseline;ham;00534.6db349fcd98d25f61e5bcc4552b45f57;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2406 | Spam: False ; 0.2 / 5.0"
baseline;ham;00534.962838bf5318d3d03d23385921f2c9f9;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2840 | Spam: False ; 0.2 / 5.0"
baseline;ham;00535.2c21f614f9593edc5049248d6e873ce8;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2314 | Spam: False ; 0.2 / 5.0"
baseline;ham;00535.48113b12c71d26438fdab9d6bfce0972;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2796 | Spam: False ; 0.2 / 5.0"
baseline;ham;00536.d9e0a6096220deb21fae9f92f61983ba;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2867 | Spam: False ; 0.2 / 5.0"
baseline;ham;00536.ee0a85c68f0db6388d6f8a3468af70ac;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2809 | Spam: False ; 0.2 / 5.0"
baseline;ham;00537.0b676300c214afdc2dd6a5007e8b8e2a;;;;none;;;False;-1.1;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|NICE_REPLY_A;SPAMD/1.1 0 EX_OK;"Content-length: 2512 | Spam: False ; -1.1 / 5.0"
baseline;ham;00537.ae31b398b737ac17e44a17ae46818261;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3144 | Spam: False ; 0.2 / 5.0"
baseline;ham;00538.313057481a3b1638c05066fad46ae65f;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2333 | Spam: False ; 0.2 / 5.0"
baseline;ham;00538.ee49a1c5453adab3dcec525ef63dd50b;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2822 | Spam: False ; 0.2 / 5.0"
baseline;ham;00539.4bbe4300d3fcd3f940045bed4ce31457;;;;none;;;False;3.6;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3296 | Spam: False ; 3.6 / 5.0"
baseline;ham;00539.f3a3a009e8410ed004b045e724be525a;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2619 | Spam: False ; 0.2 / 5.0"
baseline;ham;00540.529114377e8e602dba87ecf454cf132f;;;;none;;;False;3.6;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3300 | Spam: False ; 3.6 / 5.0"
baseline;ham;00540.c9e660864381381e6a16c599c8f2e1fe;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2650 | Spam: False ; 0.2 / 5.0"
baseline;ham;00541.1265a8b805fce9d4f83a840966d82a6b;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2816 | Spam: False ; 0.2 / 5.0"
baseline;ham;00541.cbdcefd1a6109b8f95e1c8dddfbd7bb2;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2481 | Spam: False ; 0.2 / 5.0"
baseline;ham;00542.1db9cca8020648c0ed80436b9aea4d33;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2552 | Spam: False ; 0.2 / 5.0"
baseline;ham;00542.770c6e6b9f14acd8be67b2fb37d6dd9e;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3011 | Spam: False ; 4.6 / 5.0"
baseline;ham;00543.0641e755767b41b404070e155708cee6;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2887 | Spam: False ; 0.2 / 5.0"
baseline;ham;00543.5ba1d9e8383ecbba9dc5733e9822ee1b;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3296 | Spam: False ; 0.2 / 5.0"
baseline;ham;00544.5a9365cf80100b89b50656045cb8b80c;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2052 | Spam: False ; 0.2 / 5.0"
baseline;ham;00544.f3b57aa07af3f3280e917659195f8370;;;;none;;;False;0.0;5.0;1;none;SPAMD/1.1 0 EX_OK;"Content-length: 3118 | Spam: False ; 0.0 / 5.0"
baseline;ham;00545.99996f28814c7028ce6aac44270ff3cd;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2620 | Spam: False ; 0.2 / 5.0"
baseline;ham;00545.e940867b2fe3a1b091d74986f7a8a91a;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3011 | Spam: False ; 0.2 / 5.0"
baseline;ham;00546.30fed3b8e986dc41b1865b9285e84e56;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2408 | Spam: False ; 0.2 / 5.0"
baseline;ham;00546.b2fa5914e24fd62a528ea0c37039362f;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3196 | Spam: False ; 4.6 / 5.0"
baseline;ham;00547.59bf01e07cf08c7e3a778b747e020989;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2191 | Spam: False ; 0.2 / 5.0"
baseline;ham;00547.a4bff0b61d5617808712cf2085aa8170;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3050 | Spam: False ; 0.2 / 5.0"
baseline;ham;00548.120e45c5d33311bc09e844bf236521d2;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2338 | Spam: False ; 0.2 / 5.0"
baseline;ham;00548.9df9bd35a18874dcf39ec227a063b847;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3032 | Spam: False ; 0.2 / 5.0"
baseline;ham;00549.703d3fc9f56814c467616f8aac31d22d;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3249 | Spam: False ; 0.2 / 5.0"
baseline;ham;00549.a847ea8934802a0ec67a7fd1d136d26d;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 2598 | Spam: False ; 4.6 / 5.0"
baseline;ham;00550.02e6c81fb637ae555b997d6fd72df731;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2887 | Spam: False ; 0.2 / 5.0"
baseline;ham;00550.ed489788f36c6cf580b286323712f99a;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2976 | Spam: False ; 0.2 / 5.0"
baseline;ham;00551.1c59fd8e4f3176c859b79b9a75fcc3b6;;;;none;;;False;4.6;5.0;3;HEADER_FROM_DIFFERENT_DOMAINS|HK_NAME_MR_MRS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 2482 | Spam: False ; 4.6 / 5.0"
baseline;ham;00551.6b4053cfee95cebc96ffe991178ca79d;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3134 | Spam: False ; 0.2 / 5.0"
baseline;ham;00552.2a17c933697e682b93c2f32b66230a3b;;;;none;;;False;4.6;5.0;3;HEADER_FROM_DIFFERENT_DOMAINS|HK_NAME_MR_MRS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 2500 | Spam: False ; 4.6 / 5.0"
baseline;ham;00552.bb5ababab06288f157e62ec89340d6c2;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3081 | Spam: False ; 0.2 / 5.0"
baseline;ham;00553.a34829179595f5aefb083a26b5bc3576;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2921 | Spam: False ; 0.2 / 5.0"
baseline;ham;00553.d1e0ab732c8cbe70432e98301e352954;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 2588 | Spam: False ; 4.6 / 5.0"
baseline;ham;00554.a01a74aee9653a7ae8d1d558c75f0a5d;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2482 | Spam: False ; 0.2 / 5.0"
baseline;ham;00554.ce77b9d5b74e0fa03b1d97d172dbfc4d;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3347 | Spam: False ; 0.2 / 5.0"
baseline;ham;00555.219cc078f109a6eea18c579f143a8cef;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3187 | Spam: False ; 0.2 / 5.0"
baseline;ham;00555.4139b207075574b3774942a3a42013d8;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2602 | Spam: False ; 0.2 / 5.0"
baseline;ham;00556.b788fec72ef851b2cbffad150040249d;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2864 | Spam: False ; 0.2 / 5.0"
baseline;ham;00556.eea9a26e128c1b4b676b4180adbd547a;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2316 | Spam: False ; 0.2 / 5.0"
baseline;ham;00557.06053871b532fd4092d223389440c36e;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3189 | Spam: False ; 4.6 / 5.0"
baseline;ham;00557.62ed7b82fd342ca4d7932ccee2552337;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2564 | Spam: False ; 0.2 / 5.0"
baseline;ham;00558.431af6feeeb2828bd7e49e10db4f6b36;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3110 | Spam: False ; 0.2 / 5.0"
baseline;ham;00558.95b8c2677759a2f569a5dc0bd70b8cc0;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2466 | Spam: False ; 0.2 / 5.0"
baseline;ham;00559.21c70c91d59b138e27edf65c13a6b78b;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3224 | Spam: False ; 4.6 / 5.0"
baseline;ham;00559.caa975fbe7e1641a76de679bdf213adc;;;;none;;;False;0.0;5.0;1;none;SPAMD/1.1 0 EX_OK;"Content-length: 2266 | Spam: False ; 0.0 / 5.0"
baseline;ham;00560.c78137c1f7c46d509629b5283860497f;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 2988 | Spam: False ; 4.6 / 5.0"
baseline;ham;00560.e49654efbb65ad7539d43d356457a322;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2316 | Spam: False ; 0.2 / 5.0"
baseline;ham;00561.3e703cebc65221a731b98dc16d963d94;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3093 | Spam: False ; 0.2 / 5.0"
baseline;ham;00561.4fb75fe802e36488a6acbbcccbcde3c1;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2604 | Spam: False ; 0.2 / 5.0"
baseline;ham;00562.0f377593022357878ec2249f0c9a5f08;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3088 | Spam: False ; 0.2 / 5.0"
baseline;ham;00562.3f2a351171504facae22864c794c26b6;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2536 | Spam: False ; 0.2 / 5.0"
baseline;ham;00563.8c8efdf5034a0ba771e48494fd2d8099;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2294 | Spam: False ; 0.2 / 5.0"
baseline;ham;00563.f4a00af5c67850407e4200df11e458d3;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2915 | Spam: False ; 0.2 / 5.0"
baseline;ham;00564.5d9d3d4ebddcd338604ae63d5b01f037;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2907 | Spam: False ; 0.2 / 5.0"
baseline;ham;00564.e6fc359c277f507a2e01198b9c60ae61;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2279 | Spam: False ; 0.2 / 5.0"
baseline;ham;00565.4ef76da45577ee17827cec345ac543b0;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2299 | Spam: False ; 0.2 / 5.0"
baseline;ham;00565.630d62a91f6d1b297a2069007700e2ae;;;;none;;;False;0.3;5.0;2;HEADER_FROM_DIFFERENT_DOMAINS|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 3118 | Spam: False ; 0.3 / 5.0"
baseline;ham;00566.4ce66e249726f98555ef3a7ba1f666d5;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2286 | Spam: False ; 0.2 / 5.0"
baseline;ham;00566.dbc5fe0b052e8d60b7a4e1d40f0d9652;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3200 | Spam: False ; 4.6 / 5.0"
baseline;ham;00567.aa0b1a5ccd63ce58ca09389b7dd7a5aa;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2826 | Spam: False ; 0.2 / 5.0"
baseline;ham;00567.c05df9b21feaaef843a3decc2727f436;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2827 | Spam: False ; 0.2 / 5.0"
baseline;ham;00568.4bfc868e8de382e58f6d9baee080b56a;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3096 | Spam: False ; 4.6 / 5.0"
baseline;ham;00568.e5478bfa670cbd9bc3d26ed23e7b3eb6;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2744 | Spam: False ; 0.2 / 5.0"
baseline;ham;00569.76b6e6837716e2abd44bd173abeca99b;;;;none;;;False;4.6;5.0;4;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE|T_TVD_MIME_EPI	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2986 | Spam: False ; 4.6 / 5.0"
baseline;ham;00569.d6da87140fd0ef187bcf217a57153cca;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2310 | Spam: False ; 0.2 / 5.0"
baseline;ham;00570.a8f739b7a0c060d178c0f6c01152b6aa;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 3174 | Spam: False ; 4.6 / 5.0"
baseline;ham;00570.d98ca90ac201b5d881f2397c95838eb2;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2420 | Spam: False ; 0.2 / 5.0"
baseline;ham;00571.8f35c46bee6d7a238eabf207a5696b0c;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2055 | Spam: False ; 0.2 / 5.0"
baseline;ham;00571.f40af0c5bd3cc0bc6cd1c43eafa48b49;;;;none;;;False;4.6;5.0;4;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE|T_TVD_MIME_EPI	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3005 | Spam: False ; 4.6 / 5.0"
baseline;ham;00572.c406ac5bc5c42bedbce48f5661d29976;;;;none;;;False;4.6;5.0;3;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE;SPAMD/1.1 0 EX_OK;"Content-length: 2545 | Spam: False ; 4.6 / 5.0"
baseline;ham;00572.de050685895059e75d0a472c6b203376;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2716 | Spam: False ; 0.2 / 5.0"
baseline;ham;00573.820e675aeeb4ccdea8885962bcb877eb;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2904 | Spam: False ; 0.2 / 5.0"
baseline;ham;00573.f36b8bb4af93f6b0736e7475eb6cbcba;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2409 | Spam: False ; 0.2 / 5.0"
baseline;ham;00574.6c736036ab8317e753dae53ef19123e9;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2574 | Spam: False ; 0.2 / 5.0"
baseline;ham;00574.ca8de7c19bacedefb060405b55d13c29;;;;none;;;False;4.6;5.0;4;AXB_XMAILER_MIMEOLE_OL_024C2|HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE|T_TVD_MIME_EPI	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3211 | Spam: False ; 4.6 / 5.0"
baseline;ham;00575.4fea6123edb74361f0cf88c7621174e0;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2880 | Spam: False ; 0.2 / 5.0"
baseline;ham;00575.c4b32c1dc29245ce6298f5abf2f0b085;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2397 | Spam: False ; 0.2 / 5.0"
baseline;ham;00576.36892439c0a6bdd5b4231b639b639399;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2631 | Spam: False ; 0.2 / 5.0"
baseline;ham;00576.da562ad33f7db223b12b85e2eb9fdefe;;;;none;;;False;3.6;5.0;3;HEADER_FROM_DIFFERENT_DOMAINS|MSOE_MID_WRONG_CASE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 2855 | Spam: False ; 3.6 / 5.0"
baseline;ham;00577.1eda2cf255a8628824556504e064df4d;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2973 | Spam: False ; 0.2 / 5.0"
baseline;ham;00577.8f3db8ab8b69d38bddf8e5a91b353da2;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2489 | Spam: False ; 0.2 / 5.0"
baseline;ham;00578.8c710aa944374d631b9969a806e32a30;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2318 | Spam: False ; 0.2 / 5.0"
baseline;ham;00578.9c1b9956370b439f73cb2073037661fb;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2930 | Spam: False ; 0.2 / 5.0"
baseline;ham;00579.1edb9f97788573fae80c93879a38aa1c;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2938 | Spam: False ; 0.2 / 5.0"
baseline;ham;00579.566d8e05220571bff1c2f392a1c7bf41;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2048 | Spam: False ; 0.2 / 5.0"
baseline;ham;00580.41f4f9793351fe7c7d3abe77cedc5528;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2201 | Spam: False ; 0.2 / 5.0"
baseline;ham;00580.7dd943cb2a791ae9600144dee69f27b1;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2895 | Spam: False ; 0.2 / 5.0"
baseline;ham;00581.9922b0f34aa8f51fb4adf4bf4ecf1464;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 2545 | Spam: False ; 0.2 / 5.0"
baseline;ham;00581.b2fd69fe02091cf73bb1b60f282ff1a7;;;;none;;;False;0.2;5.0;1;HEADER_FROM_DIFFERENT_DOMAINS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 3234 | Spam: False ; 0.2 / 5.0"
