dataset;label;message_id;variant_filename;vocab_type;codepoint;salt_location;n_insert_subject;n_insert_body;spam_flag;score;threshold;rule_count;rules;protocol_line;spamd_headers
baseline;spam;00762.e31568dff471c947d42869ae2f8f0779;;;;none;;;True;15.8;5.0;19;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|FREE_QUOTE_INSTANT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1196 | Spam: True ; 15.8 / 5.0"
baseline;spam;00795.61fe820f7755e4b4e66e715ea667b338;;;;none;;;True;15.4;5.0;10;BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 1220 | Spam: True ; 15.4 / 5.0"
baseline;spam;00796.1f29c490fd2bd8581d19e3e193978a3d;;;;none;;;True;21.9;5.0;18;BANG_GUAR|BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|DIET_1|EXCUSE_24|FORGED_HOTMAIL_RCVD2|FREEMAIL_FROM|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJECT_DIET|SUSPICIOUS_RECIPS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1428 | Spam: True ; 21.9 / 5.0"
baseline;spam;00807.8abdd26ba778758f5e46b84a54ac62f4;;;;none;;;True;6.6;5.0;7;BAYES_99|BAYES_999|FREEMAIL_FROM|KHOP_HELO_FCRDNS|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 748 | Spam: True ; 6.6 / 5.0"
baseline;spam;00810.bceaa748f9cee012c466212d8a608acf;;;;none;;;True;9.1;5.0;6;BAYES_80|FORGED_MUA_OUTLOOK|FSL_CTYPE_WIN1251|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSOE_MID_WRONG_CASE	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 730 | Spam: True ; 9.1 / 5.0"
baseline;spam;00830.079ed7d24f78024e023b82417a6fe2ca;;;;none;;;True;20.0;5.0;15;ADVANCE_FEE_2_NEW_MONEY|BANG_GUAR|BAYES_99|BAYES_999|BIGNUM_EMAILS_MANY|FIN_FREE|FORM_FRAUD_5|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_5|MONEY_NOHTML|RISK_FREE|T_FILL_THIS_FORM_SHORT;SPAMD/1.1 0 EX_OK;"Content-length: 830 | Spam: True ; 20.0 / 5.0"
baseline;spam;00851.dc5452f80ba0bb8481dfc48f70380c4d;;;;none;;;True;24.1;5.0;20;BAYES_99|BAYES_999|DATE_IN_FUTURE_12_24|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1973 | Spam: True ; 24.1 / 5.0"
baseline;spam;00861.e8b94fc9514d2d2cbb541b01e2dda726;;;;none;;;True;23.8;5.0;22;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|END_FUTURE_EMAILS|EXCUSE_24|FREEMAIL_FROM|FREEMAIL_REPLYTO|FREEMAIL_REPLYTO_END_DIGIT|HK_RANDOM_ENVFROM|HK_RANDOM_FROM|HTTP_ESCAPED_HOST|HTTP_EXCESSIVE_ESCAPES|INVALID_DATE_TZ_ABSURD|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|PERCENT_RANDOM|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO|SUBJ_ALL_CAPS;SPAMD/1.1 0 EX_OK;"Content-length: 994 | Spam: True ; 23.8 / 5.0"
baseline;spam;00891.730d12d96dcfa7812a51d12d9a3b6a1c;;;;none;;;True;8.0;5.0;11;BAYES_80|DATE_IN_PAST_12_24|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MILLION_USD|MONEY_NOHTML|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 781 | Spam: True ; 8.0 / 5.0"
baseline;spam;00925.6ba2770acb214c661a26e54b4d03c119;;;;none;;;True;19.9;5.0;11;BAYES_99|BAYES_999|DATE_IN_PAST_96_XX|ENGLISH_UCE_SUBJECT|FORGED_MUA_EUDORA|INVALID_DATE|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RCVD_FAKE_HELO_DOTCOM|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 830 | Spam: True ; 19.9 / 5.0"
baseline;spam;00933.751d91a92c5f2a40baf68615e49b3fc2;;;;none;;;True;14.5;5.0;14;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|EXCUSE_4|FORGED_OUTLOOK_HTML|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MIXED_HREF_CASE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 877 | Spam: True ; 14.5 / 5.0"
baseline;spam;00939.8d335bc76836e51b449de9f6b38aa0f8;;;;none;;;True;13.6;5.0;11;BAYES_99|BAYES_999|HEADER_FROM_DIFFERENT_DOMAINS|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SUSPICIOUS_RECIPS|THIS_AD	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1482 | Spam: True ; 13.6 / 5.0"
baseline;spam;00940.33bee147237876bc1f28b1bf21b586a0;;;;none;;;True;21.9;5.0;20;ADVANCE_FEE_5_NEW_MONEY|BAYES_99|BAYES_999|DEAR_SOMETHING|FORM_FRAUD_5|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLY|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MONEY_FORM_SHORT|MONEY_FRAUD_8|MONEY_NOHTML|NAME_EMAIL_DIFF|NA_DOLLARS|PDS_FROM_2_EMAILS|SPOOFED_FREEMAIL|T_FILL_THIS_FORM_SHORT|URG_BIZ|XFER_LOTSA_MONEY;SPAMD/1.1 0 EX_OK;"Content-length: 947 | Spam: True ; 21.9 / 5.0"
baseline;spam;00947.e4d80402e902f1ea42cfc539bb279afd;;;;none;;;True;15.9;5.0;20;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HEADER_FROM_DIFFERENT_DOMAINS|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1257 | Spam: True ; 15.9 / 5.0"
baseline;spam;00948.674250d39ae9ea6d1c054fd6f7b52cee;;;;none;;;False;3.7;5.0;4;BAYES_50|LOTS_OF_MONEY|MONEY_NOHTML|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 1450 | Spam: False ; 3.7 / 5.0"
baseline;spam;00953.906b4905eb02cfb9a093162f3c143252;;;;none;;;False;3.9;5.0;5;BAYES_99|MAILING_LIST_MULTI|RDNS_NONE|TVD_SPACE_RATIO|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 1965 | Spam: False ; 3.9 / 5.0"
baseline;spam;00956.bd15831ffe9661a5395b8ec491a4fed2;;;;none;;;True;8.4;5.0;9;BANG_GUAR|BAYES_99|BAYES_999|GUARANTEED_100_PERCENT|HTML_IMAGE_RATIO_04|HTML_MESSAGE|MIME_HEADER_CTYPE_ONLY|MIME_HTML_ONLY|RDNS_NONE;SPAMD/1.1 0 EX_OK;"Content-length: 833 | Spam: True ; 8.4 / 5.0"
baseline;spam;00962.452e4bd0724bf1139c9bc4eb9ec0fe43;;;;none;;;True;18.2;5.0;20;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|T_REMOTE_IMAGE;SPAMD/1.1 0 EX_OK;"Content-length: 1336 | Spam: True ; 18.2 / 5.0"
baseline;spam;00973.ca8a425093e9994271e922f4d60f775c;;;;none;;;True;12.5;5.0;14;BAYES_99|BAYES_999|EXCUSE_24|FORGED_MUA_OUTLOOK|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|RCVD_HELO_IP_MISMATCH|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS|TRACKER_ID;SPAMD/1.1 0 EX_OK;"Content-length: 875 | Spam: True ; 12.5 / 5.0"
baseline;spam;00994.228b5746d5f0e44e436fbc0203b3c67a;;;;none;;;True;17.1;5.0;19;BAYES_99|BAYES_999|FORGED_MUA_OUTLOOK|FORGED_OUTLOOK_HTML|FORGED_OUTLOOK_TAGS|FORGED_YAHOO_RCVD|FREEMAIL_FROM|FREEMAIL_REPLY|FSL_HELO_BARE_IP_2|HTML_MESSAGE|MIME_HTML_ONLY|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|TO_NO_BRKTS_MSFT;SPAMD/1.1 0 EX_OK;"Content-length: 1087 | Spam: True ; 17.1 / 5.0"
baseline;spam;00998.92da52a65a4d039a6b9c02b0d65a1bbf;;;;none;;;True;6.9;5.0;11;BAYES_99|BAYES_999|DIET_1|HEADER_FROM_DIFFERENT_DOMAINS|HTML_COMMENT_SAVED_URL|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|MIME_HTML_ONLY|MIME_QP_LONG_LINE|MORE_SEX|T_KAM_HTML_FONT_INVALID;SPAMD/1.1 0 EX_OK;"Content-length: 865 | Spam: True ; 6.9 / 5.0"
baseline;spam;01008.5e932696d8f33950af53eb9461a014a2;;;;none;;;True;7.9;5.0;7;BAYES_99|BAYES_999|DEAR_SOMETHING|FREEMAIL_FROM|FREEMAIL_REPLY|FSL_NEW_HELO_USER|SPOOFED_FREEMAIL;SPAMD/1.1 0 EX_OK;"Content-length: 764 | Spam: True ; 7.9 / 5.0"
baseline;spam;01011.d4812088cad8553fb214dab8003add9b;;;;none;;;True;16.7;5.0;17;ADVANCE_FEE_5_NEW_MONEY|BAYES_99|BAYES_999|DEAR_SOMETHING|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FROMSPACE|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MILLION_USD|MONEY_NOHTML|NA_DOLLARS|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS|T_MONEY_PERCENT|URG_BIZ;SPAMD/1.1 0 EX_OK;"Content-length: 863 | Spam: True ; 16.7 / 5.0"
baseline;spam;01014.98c1d0a70f88efb979d9ca65e945363e;;;;none;;;True;11.8;5.0;7;BAYES_99|BAYES_999|BILL_1618|EXCUSE_REMOVE|FROM_BLANK_NAME|RDNS_NONE|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 699 | Spam: True ; 11.8 / 5.0"
baseline;spam;01016.ac6ce255291deba2f46cdd8ddba3ea01;;;;none;;;True;8.7;5.0;11;BAYES_99|BAYES_999|DATE_IN_PAST_03_06|FILL_THIS_FORM|FILL_THIS_FORM_LONG|FORM_FRAUD|HEADER_FROM_DIFFERENT_DOMAINS|HTML_MESSAGE|LOTS_OF_MONEY|MIME_HTML_ONLY|T_MONEY_PERCENT;SPAMD/1.1 0 EX_OK;"Content-length: 774 | Spam: True ; 8.7 / 5.0"
baseline;spam;01036.87c1f0b55cb48bd36c8863cf700cd485;;;;none;;;True;7.5;5.0;11;BAYES_99|BAYES_999|FORGED_HOTMAIL_RCVD2|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|LOTS_OF_MONEY|MAILING_LIST_MULTI|MONEY_NOHTML|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 834 | Spam: True ; 7.5 / 5.0"
baseline;spam;01069.a8cdf944083398c026db401b13908ef9;;;;none;;;True;6.2;5.0;11;BAYES_99|BAYES_999|HEADER_FROM_DIFFERENT_DOMAINS|HEADER_SPAM|HTML_MESSAGE|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI;SPAMD/1.1 0 EX_OK;"Content-length: 834 | Spam: True ; 6.2 / 5.0"
baseline;spam;01075.07ee7f1ab5ad6659c47baa5ef3691a80;;;;none;;;True;7.2;5.0;10;BAYES_99|BAYES_999|EXCUSE_24|FSL_HELO_BARE_IP_2|HEADER_FROM_DIFFERENT_DOMAINS|IP_LINK_PLUS|MSGID_FROM_MTA_HEADER|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|TRACKER_ID	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 767 | Spam: True ; 7.2 / 5.0"
baseline;spam;01079.9eb95fd88f3d9d551f8c64359470ae7e;;;;none;;;True;15.6;5.0;18;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|HTML_FONT_FACE_BAD|HTML_IMAGE_ONLY_24|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|MAILING_LIST_MULTI|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1171 | Spam: True ; 15.6 / 5.0"
baseline;spam;01082.9f69cd26a420837850841e71d6147a57;;;;none;;;True;15.5;5.0;10;BAYES_99|BAYES_999|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUSPICIOUS_RECIPS;SPAMD/1.1 0 EX_OK;"Content-length: 1387 | Spam: True ; 15.5 / 5.0"
baseline;spam;01104.ec267abf01fe81c42dc90dfd16c930bc;;;;none;;;True;8.5;5.0;7;BAYES_99|BAYES_999|DEAR_SOMETHING|FREEMAIL_FROM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 757 | Spam: True ; 8.5 / 5.0"
baseline;spam;01105.2582a4afba9b0b06bed5d48e3e8b29df;;;;none;;;True;8.5;5.0;7;BAYES_99|BAYES_999|DEAR_SOMETHING|FREEMAIL_FROM|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 768 | Spam: True ; 8.5 / 5.0"
baseline;spam;01106.37f316c0f77e739cb5fe0e37aaea2046;;;;none;;;False;4.9;5.0;7;BAYES_99|BAYES_999|DEAR_SOMETHING|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI;SPAMD/1.1 0 EX_OK;"Content-length: 1939 | Spam: False ; 4.9 / 5.0"
baseline;spam;01130.f286229e3c2eeb5c682204de85d903c0;;;;none;;;True;17.9;5.0;18;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|EXCUSE_24|FORGED_YAHOO_RCVD|FREEMAIL_FROM|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_OUTLOOK_INVALID|PDS_RDNS_DYNAMIC_FP|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_DYNAMIC|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS;SPAMD/1.1 0 EX_OK;"Content-length: 1000 | Spam: True ; 17.9 / 5.0"
baseline;spam;01131.c9bb07673bf9f048916cd2b9b1813724;;;;none;;;True;18.5;5.0;16;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|LOTS_OF_MONEY|MONEY_NOHTML|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS;SPAMD/1.1 0 EX_OK;"Content-length: 951 | Spam: True ; 18.5 / 5.0"
baseline;spam;01132.3d0e60ced92087634f1433f12810096d;;;;none;;;True;18.9;5.0;15;BAYES_99|BAYES_999|DATE_IN_PAST_03_06|FIN_FREE|FORGED_YAHOO_RCVD|FREEMAIL_FROM|INVALID_DATE|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSGID_FROM_MTA_HEADER|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC|SPOOFED_FREEMAIL|TO_NO_BRKTS_DYNIP|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 892 | Spam: True ; 18.9 / 5.0"
baseline;spam;01140.c37701901dbb63bc34e8db544f431557;;;;none;;;True;20.4;5.0;20;BAD_CREDIT|BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 2183 | Spam: True ; 20.4 / 5.0"
baseline;spam;01145.a34477ade6db9376e4f8ccbfa8607881;;;;none;;;True;17.0;5.0;14;BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FORGED_YAHOO_RCVD|FREEMAIL_FROM|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SUBJ_ALL_CAPS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 930 | Spam: True ; 17.0 / 5.0"
baseline;spam;01147.50120ae9e4f1745bf7a4178b52cd95ca;;;;none;;;True;20.4;5.0;20;BAD_CREDIT|BAYES_99|BAYES_999|DATE_IN_FUTURE_06_12|FREEMAIL_FROM|FREEMAIL_REPLYTO|HTML_IMAGE_ONLY_20|HTML_MESSAGE|HTML_SHORT_LINK_IMG_3|INVALID_DATE_TZ_ABSURD|KHOP_HELO_FCRDNS|MIME_HTML_ONLY|MSGID_DOLLARS_URI_IMG|MSGID_OUTLOOK_INVALID|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RATWARE_OUTLOOK_NONAME|SPOOFED_FREEMAIL|SPOOFED_FREEM_REPTO;SPAMD/1.1 0 EX_OK;"Content-length: 1888 | Spam: True ; 20.4 / 5.0"
baseline;spam;01151.e295c81d698d58f43f17bde22076cbef;;;;none;;;True;25.5;5.0;20;ADVANCE_FEE_5_NEW_MONEY|BAYES_99|BAYES_999|DEAR_FRIEND|FORM_FRAUD_5|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|KHOP_HELO_FCRDNS|LOTS_OF_MONEY|MILLION_HUNDRED|MILLION_USD|MONEY_FORM_SHORT|MONEY_FRAUD_8|MONEY_NOHTML|PDS_RDNS_DYNAMIC_FP|RDNS_DYNAMIC|SPOOFED_FREEMAIL|TO_NO_BRKTS_DYNIP|T_FILL_THIS_FORM_SHORT|XFER_LOTSA_MONEY;SPAMD/1.1 0 EX_OK;"Content-length: 1029 | Spam: True ; 25.5 / 5.0"
baseline;spam;01158.5acbdb7eb695f96c08d960a56058481d;;;;none;;;True;6.1;5.0;11;BAYES_99|BAYES_999|FREEMAIL_FORGED_FROMDOMAIN|FREEMAIL_FROM|FREEMAIL_REPLYTO_END_DIGIT|HEADER_FROM_DIFFERENT_DOMAINS|MAILING_LIST_MULTI|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RDNS_NONE|SPOOFED_FREEMAIL_NO_RDNS	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 913 | Spam: True ; 6.1 / 5.0"
baseline;spam;01161.174f2cb358ca3f08f4308f87ca64842f;;;;none;;;True;14.6;5.0;8;BAYES_99|BAYES_999|INVALID_DATE|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|RDNS_NONE|XPRIO;SPAMD/1.1 0 EX_OK;"Content-length: 797 | Spam: True ; 14.6 / 5.0"
baseline;spam;01165.8c661bf07a1a7a5fe8a9efc2439d17a1;;;;none;;;True;6.1;5.0;10;BAYES_99|BAYES_999|HEADER_SPAM|HTML_FONT_TINY_NORDNS|HTML_MESSAGE|MAILING_LIST_MULTI|MIME_QP_LONG_LINE|MSGID_FROM_MTA_HEADER|RDNS_NONE|T_TVD_MIME_EPI	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 814 | Spam: True ; 6.1 / 5.0"
baseline;spam;01167.2ac57a0189fa2b8713202b84e587b707;;;;none;;;True;7.1;5.0;9;BAYES_99|BAYES_999|END_FUTURE_EMAILS|HTML_FONT_LOW_CONTRAST|HTML_MESSAGE|MIME_HTML_ONLY|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|TO_EQ_FM_DOM_HTML_ONLY	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 807 | Spam: True ; 7.1 / 5.0"
baseline;spam;01169.4e5cf6c3e8863047dbba1bfca2ebab97;;;;none;;;True;13.2;5.0;11;BANG_GUAR|BAYES_99|BAYES_999|FORGED_MUA_EUDORA|FREEMAIL_FROM|KHOP_HELO_FCRDNS|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|RATWARE_MS_HASH|SPOOFED_FREEMAIL|TRACKER_ID	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 784 | Spam: True ; 13.2 / 5.0"
baseline;spam;01173.e0da19fcbb5649aa5104320ce38c6906;;;;none;;;False;0.8;5.0;1;BAYES_50;SPAMD/1.1 0 EX_OK;"Content-length: 1448 | Spam: False ; 0.8 / 5.0"
baseline;spam;01179.6ee962bd413cb11865cd06c4be725c5e;;;;none;;;False;2.6;5.0;3;BAYES_80|HEADER_FROM_DIFFERENT_DOMAINS|KHOP_HELO_FCRDNS;SPAMD/1.1 0 EX_OK;"Content-length: 1411 | Spam: False ; 2.6 / 5.0"
baseline;spam;01182.209dbb3bedae1ecd5ed23fb03049244e;;;;none;;;True;10.6;5.0;8;BAYES_99|BAYES_999|FORGED_MUA_OUTLOOK|FSL_HELO_BARE_IP_2|KHOP_HELO_FCRDNS|MSGID_FROM_MTA_HEADER|MSOE_MID_WRONG_CASE|TO_NO_BRKTS_MSFT	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 1015 | Spam: True ; 10.6 / 5.0"
baseline;spam;01184.5216074bef5bb01e0b1301d375283c51;;;;none;;;True;15.8;5.0;18;AXB_XMAILER_MIMEOLE_OL_024C2|BAYES_99|BAYES_999|FORGED_HOTMAIL_RCVD2|FORGED_MUA_OUTLOOK|FORGED_OUTLOOK_HTML|FORGED_OUTLOOK_TAGS|FREEMAIL_ENVFROM_END_DIGIT|FREEMAIL_FROM|HTML_MESSAGE|MIME_HTML_ONLY|RDNS_NONE|SPOOFED_FREEMAIL|SPOOFED_FREEMAIL_NO_RDNS|TO_EQ_FM_DOM_HTML_ONLY|TO_NO_BRKTS_MSFT|TO_NO_BRKTS_NORDNS_HTML|UNPARSEABLE_RELAY;SPAMD/1.1 0 EX_OK;"Content-length: 1282 | Spam: True ; 15.8 / 5.0"
baseline;spam;01185.e4a109756aa79e984529e2fb737857ab;;;;none;;;True;22.2;5.0;13;BAYES_99|BAYES_999|DATE_IN_FUTURE_03_06|FROM_STARTS_WITH_NUMS|INVALID_DATE|MISSING_MIMEOLE|MSGID_OUTLOOK_INVALID|MSOE_MID_WRONG_CASE|NORMAL_HTTP_TO_IP|NUMERIC_HTTP_ADDR|RATWARE_MS_HASH|RDNS_NONE|XPRIO	autolearn=disabled;SPAMD/1.1 0 EX_OK;"Content-length: 903 | Spam: True ; 22.2 / 5.0"
