message_id;baseline_score;baseline_spam_flag;baseline_rule_count;baseline_action;n_variants;salted_score_mean;salted_score_min;salted_score_max;salted_rule_count_mean;salted_any_spam;salted_all_spam;salted_any_bypass;salted_all_bypass
01205.47d139ac094945ae2630efb896dc4b43;13.5;True;33;add header;4;13.5;13.5;13.5;33;True;True;False;False
01216.e293653cab0c486ba135cf8fbe6700fc;10.3;True;20;add header;4;10.3;10.3;10.3;20;True;True;False;False
01230.0589bade8df0c343a49c6712f62dfca0;5.499999;False;14;no action;4;5.499999;5.499999;5.499999;14;False;False;True;True
01236.903d52340bf3ed1a328b039bcd94e1c9;6.09;True;25;add header;4;6.09;6.09;6.09;25;True;True;False;False
01240.7d6ae3682a3dd3fe457516b188eb105c;18.0;True;24;reject;4;18.0;18.0;18.0;24;True;True;False;False
01242.3743099b115c6a8a273d8eca34a9c738;17.5;True;20;reject;4;17.5;17.5;17.5;20;True;True;False;False
01250.2bfc033f9ced1c70e480ec75b0094431;5.499999;False;14;no action;4;5.499999;5.499999;5.499999;14;False;False;True;True
01253.26e421b9623002d636c29f79f68a58fb;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
01255.e04eae4539f81463a930dfe44ebd6af8;11.3;True;23;add header;4;11.3;11.3;11.3;23;True;True;False;False
01257.f5908ef0550cdf91bd6ae55120ecb5ce;11.84991;True;24;add header;4;11.849911;11.849911;11.849911;24;True;True;False;False
01259.b4dff1ed93bc931b271888cd42e41b85;7.495578;True;17;add header;4;3.92885625;3.928854;3.928863;16;False;False;True;True
01267.6e9de9ba20f59c26028ebdb4550685fb;10.35;True;26;add header;4;10.35;10.35;10.35;26;True;True;False;False
01280.34dde162b3c6b2e873fc9f094d28b0fd;6.276502;True;19;add header;4;6.27647325;6.276469;6.276486;19;True;True;False;False
01308.c46f1215ccd8cedf162e0cf308b94dcd;10.199999;True;22;add header;4;10.199999;10.199999;10.199999;22;True;True;False;False
01311.43bfe86df65d53c5f7ca2365dc12582b;8.3;True;19;add header;4;8.3;8.3;8.3;19;True;True;False;False
01335.ca70ab7f2d1accef8b3cf646e3004ef8;15.55;True;26;reject;4;15.55;15.55;15.55;26;True;True;False;False
01339.d94a16532a6f42497266dcc327a40163;6.8;True;22;add header;4;6.8;6.8;6.8;22;True;True;False;False
01342.7f89acf56fb4398340a0b07481e3193f;11.999891;True;19;add header;4;11.999891;11.999891;11.999891;19;True;True;False;False
01355.a47c042a6e16456c5b49c18d5b3868cb;5.999864;False;18;no action;4;5.999864;5.999864;5.999864;18;False;False;True;True
01359.deafa1d42658c6624c6809a446b7f369;-1.317054;False;20;no action;4;-1.3169537500000001;-1.317036;-1.316707;20;False;False;True;True
01363.85518bca7c7cb9f35e57f3adda762ac9;5.245783;False;19;no action;4;5.24578625;5.245786;5.245787;19;False;False;True;True
01372.5d236077d94148a0ca71751f8f0a2e58;6.3;True;24;add header;4;6.3;6.3;6.3;24;True;True;False;False
01374.b902d53d7f737be700d6de60a42122d9;1.797488;False;21;no action;4;1.7974780000000001;1.797476;1.797484;21;False;False;True;True
01382.37400f7a1f36cd45165c2a72a9ec8baa;6.354467;True;17;add header;4;5.50478975;5.504706;5.505041;16;False;False;True;True
01384.e23f94030a4393f0825eacd9de99eb31;5.499868;False;16;no action;4;5.499868;5.499868;5.499868;16;False;False;True;True
01388.dba0966da5886e99fab13981da6c3834;12.45;True;26;add header;4;12.45;12.45;12.45;26;True;True;False;False
01395.cb33d1d72f42e4ab9268729917bf428b;3.785679;False;18;no action;4;3.785679;3.785679;3.785679;18;False;False;True;True
